ISSID,Province,Municipality_metro,Metro,Rural,TownCity_Name,Suburbareaplacename,Police_Station,Coordinates,Latitude,Longitude,First_Street,Cross_Street,Start_Date,End_Date,Ongoing,type,type_id,Violent_or_violent,violent,Rangecode,Reasonforprotest
425,6,KwaZulu Natal - The Msunduzi,0,0,Pietermaritzburg,Pietermaritzburg FET College campuses,KZN - Pietermaritzburg,"-29.604686,30.372469",-29.604686,30.372468,114 Pietermaritz Street,114 Pietermaritz Street,08/28/2013,08/28/2013,1,Education related,2,Violent,1,3,"A group of students at the Pietermaritzburg FET College campuses who have allegedly been threatening staff and disrupting lectures, have been ordered to cease and desist or face going to jail. In terms of an order granted in the Pietermaritzburg High Court yesterday, the seven students, who were identified by name, are interdicted and restrained from threatening, harassing and intimidating lecturers and employees of the colleges. Two campuses, Plessislaer and Msunduzi, were shut down after violent protests, threats and intimidation by students."
445,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Sandton,GP - Sandton,"-26.108505,28.053795",-26.108505,28.053795,5th Street,Rivonia Rd,08/28/2013,08/28/2013,0,Service delivery,9,Peaceful,0,5,"The affected communities called on government to consider their demands and interests during the review of mining legislation and policy changes, such as the draft Mineral and Petroleum Resources Development Act (MPRDA) Amendment Bill. The demands include housing, rehabilitation of land and regulation of acid mine drainage."
465,8,Limpopo - Lephalale,0,1,Lephalale,Medupi plant,LP - Lephalale,"-23.677333,27.734792",-23.677333,27.734791,Nelson Mandela Ln,O.R Tambo Dr,08/28/2013,09/06/2013,1,Labour related,4,Peaceful,0,5,"The action is part of the nationwide strike in the construction sector where workers are demanding 12% salary increase. The site is, however, open as the strike doesn't involve the metal workers."
422,3,Gauteng - City of Tshwane,1,0,Pretoria,Pretoria,GP - Pretoria Central,"-25.748224,28.188834",-25.748224,28.188834,Pretorius Street,Pretorius Street,08/29/2013,08/29/2013,0,Labour related,4,Peaceful,0,5,"POPCRU is demanding on behalf of these workers that SAPS management should implement a DPSA directive which would upgrade the levels of all admin staff in line with other public service departments. The employer is also bound by law to put into effect an agreement signed in 2011 at the SSSBC, which dictates that all employees under the Public Service Act will be translated into the SAPS Act, but has consistently failed to do so."
461,3,Gauteng - City of Tshwane,1,0,Pretoria,Cullinan Diamond Mine,GP - Cullinan,"-25.675577,28.523702",-25.675577,28.523702,Union Rd,1 Olievenhout Street,08/29/2013,08/29/2013,0,Labour related,4,Violent,1,5,"Petra Diamonds mineshafts were hit by wage-related work stoppages, Sammy Makhura, branch secretary of the National Union of Mineworkers (NUM), said they were demanding a monthly living wage of R8000 because many of their members earn about R4000."
420,3,Gauteng - City of Johannesburg,1,0,Johannesburg,JHC Head Office in Marshalltown,GP - Jeppe,"-26.207144,28.037617",-26.207144,28.037617,53 Main Street,Maclaren Street,08/30/2013,08/30/2013,1,Service delivery,9,Peaceful,0,5,"SACP pickets are in solidarity with the working class and poor of the Newtown Housing Village located west of Johannesburg in Fordsburg. Scores of residents were evicted from their houses around mid-June amid a bitterly cold winter. The heartless action rendered homeless many women, people with disabilities, children and the elderly. Some learners from these families had to drop out of schools."
436,9,Western Cape - City of Cape Town,1,0,Cape Town,Cape Town Magistrate's Court,WC - Cape Town Central,"-33.907808,18.564744",-33.907808,18.564744,Voortrekker Road,Voortekker Road,08/30/2013,08/30/2013,1,Service delivery,9,Peaceful,0,3,"Dozens of the accused protesters and their supporters picketed outside the court, singing struggle and anti-Helen Zille songs while waiting to appear before the court."
457,3,Gauteng - City of Tshwane,1,0,Pretoria,Pretoria CBD,GP - Pretoria Central,"-25.749612,28.185931",-25.749611,28.185931,Schoeman Street,Bosman Street,08/30/2013,08/30/2013,0,Education related,2,Peaceful,0,5,PAC youth and PASMA march to Department of Higher Education demanding free socialist education for all
637,6,KwaZulu Natal - Emnambithi/Ladysmith,0,1,Ladysmith,Umhlumayo,KZN - Ladysmith,"-28.692602,30.16766",-28.692602,30.16766,Don't know,Don't know,08/30/2013,08/30/2013,0,Service delivery,9,Violent,1,5,"A bus attempting to force its way past residents blockading a road in the Umhlumayo area hit power cables on Friday morning. The cable fell onto the protesters, killing one and leaving four others with severe burns. Residents of the area say they have been without water for over three months."
462,5,North West - Moses Kotane,0,0,Rustenburg,Sun City,NW - Sun City,"-25.347465,27.099669",-25.347465,27.099668,R556,R556,08/31/2013,08/31/2013,0,Labour related,4,Peaceful,0,5,"Hundreds of members from Cosatu and the South African Commercial, Catering and Allied Workers Union (Saccawu), march to the Sun City Resort in the North West, demanding the reinstatement of workers who were dismissed.  It is alleged that Sun City dismissed 14 shop stewards who were part of the May Day rally and the Cosatu march against alleged racism by the Gupta family during their wedding celebrations at the resort in May."
432,3,Gauteng - City of Tshwane,1,0,Pretoria,Egyptian embassy - Muckleneuk,GP - Sunnyside,"-25.762303,28.206692",-25.762302,28.206692,270 Bourke Street,270 Bourke Street,09/01/2013,09/01/2013,0,Political causes,5,Peaceful,0,5,"Members of the Egyptian community in South Africa, assembled outside the gates to the Egyptian embassy in Muckleneuk, pray for an end to the violence in the North African country and pay homage to all who have died"
433,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Klipspruit,GP - Kliptown,"-26.255795,27.910149",-26.255794,27.910149,Chris Hani road,Klipspruit Valley Road,09/01/2013,09/01/2013,0,Service delivery,9,Violent,1,5,"Klipspruit residents protesting over power cuts clashed with motorists on Sunday. Residents claim they’ve had to battle constantly with cuts in the past three months, and the situation kept getting worse."
434,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Kliptown,GP - Kliptown,"-26.272774,27.886729",-26.272773,27.886728,Tsoene St,Tsoene St,09/01/2013,09/01/2013,0,Service delivery,9,Violent,1,5,"Klipspruit residents protesting over power cuts clashed with motorists on Sunday. Residents claim they’ve had to battle constantly with cuts in the past three months, and the situation kept getting worse. In Kliptown, furious residents also blockading roads with stones and branches. Protesters said they’d clear the areas only when the electricity was back on."
428,6,KwaZulu Natal - eThekwini,1,0,Durban,Umlazi and Chatsworth,KZN - Chatsworth,"-29.877897,30.984316",-29.877897,30.984316,6 Acton Road,6 Acton Road,09/02/2013,09/02/2013,0,Labour related,4,Violent,1,1,"Sadtu KZN secretary Mbuyiseni Mathonsi said the union had embarked on work-to-rule action, in several schools there had been a complete chalk-down. The union, which claims 60 000 members in KZN alone, is demanding that provincial Education Department head Nkosinathi Sishi and chief financial officer Hlengiwe Mcuma be suspended. Chief among its grievances are: The refunding of money that was docked from the salaries of teachers who participated in an unprotected strike in 2010; An outstanding pay hike for Adult Basic Education and Training teachers; The filling of 800 vacant subject adviser posts."
429,7,Mpumalanga - Mbombela,0,0,Nelspruit,Mbombela Stadium,MP - Nelspruit,"-25.461485,30.929624",-25.461485,30.929624,N4,Matsafeni Road,09/02/2013,09/02/2013,0,Crime related,1,Peaceful,0,5,Women have presented a memorandum to the Mpumalanga Provincial Government in a bid to end gender based violence. The march was part of Women's Month planned activities to enhance government's efforts to reach out to all women and support their economic empowerment and social emancipation
430,8,Limpopo - Thulamela,0,1,Malamulele,Malamulele,LP - Malamulele,"-23.011852,30.716263",-23.011852,30.716263,Do not know,Do not know,09/02/2013,09/02/2013,0,Service delivery,9,Violent,1,3,"The protesters demanded their own municipality, separate from the Thulamela municipality. A total of 65 protesters were arrested."
431,6,KwaZulu Natal - eThekwini,1,0,Durban,Cato Manor - Riverview complex,KZN - Cato Manor,"-29.857936,30.966404",-29.857935,30.966404,Bell Air Rd,Bell Air Rd,09/02/2013,09/02/2013,1,Service delivery,9,Violent,1,1,"A private low-cost housing estate in Cato Manor that has been hijacked by people who refuse to pay rent, and who have chased away those who do, they ignored a court order for them to leave. They refuse to pay rent because, they say, they were promised they would be able to buy the units."
437,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Witspos - Ormonde,GP - Mondeor,"-26.237185,28.002775",-26.237185,28.002775,39 Crownwood Road,39 Crownwood Road,09/02/2013,09/02/2013,1,Labour related,4,Peaceful,0,5,Temporary SA Post Office (Sapo) workers are on strike in the hope of securing permanent appointments. 
440,3,Gauteng - City of Johannesburg,1,0,Johannesburg,"Johannesburg - AngloGold Ashanti, Gold Fields, Rand Uranium, Harmony Gold, Evander Gold, Sibanye Gold, and Village Main Reef",GP - Johannesburg Central,"-26.203019,28.034219",-26.203019,28.034219,76 Jeppe Street,76 Jeppe Street,09/02/2013,09/05/2013,1,Labour related,4,Peaceful,0,2,"Workers demanding a wage) increase of R2300 for surface miners, and R3000 for underground miners."
446,3,Gauteng - West Rand,0,0,Johannesburg,Carletonville Mine,GP - Carletonville,"-26.325012,27.414734",-26.325012,27.414733,R500,R500,09/02/2013,09/06/2013,1,Labour related,4,Peaceful,0,2,Powerful labour group the National Union of Mineworkers (NUM) — which represents the bulk of affected workers — called for stoppages following its members’ rejection of a 6.5% wage hike last week.
450,3,Gauteng - Ekurhuleni,1,0,Kempton Park,SAA technical’s - Kepmton Park,GP - Kempton Park,"-26.15679,28.227027",-26.15679,28.227027,8 Jones Road,8 Jones Road,09/02/2013,09/05/2013,1,Labour related,4,Peaceful,0,5,"A strike by  SAA technical staff affiliated to the SA Transport and Allied Workers’ Union (Satawu) will continue, the union said on Tuesday. Engineers and technicians would carry on picketing outside SAA technical’s premises in Kempton Park, calling for a double-digit increase. Technicians and maintenance employees began striking on August 26, demanding higher salaries. Satawu has rejected the 6.5% SAA offered."
451,9,Western Cape - City of Cape Town,1,0,Cape Town,Nyanga,WC - Nyanga,"-33.989798,18.591243",-33.989798,18.591242,Eislieben Road,Borcherds Quarry Road,09/02/2013,09/06/2013,1,Labour related,4,Violent,1,4,Metro Police deputy chief Yolanda Faro said vehicles were stoned when 200 workers protested at the Borcherds Quarry and Eislieben Road intersection
452,9,Western Cape - City of Cape Town,1,0,Cape Town,Khayelitsha,WC - Khayelitsha,"-34.042784,18.655119",-34.042783,18.655118,Mew Way,Mew Way,09/02/2013,09/06/2013,1,Labour related,4,Violent,1,4,"The National Union of Mineworkers (NUM) and fifty thousand - 50,000 members of Building, Construction and Allied Workers Union (BCAWU) went on strike for a 13% increase in 2013 and 14% in 2014."
453,9,Western Cape - City of Cape Town,1,0,Cape Town,Blue Downs,WC - Mfuleni,"-33.975794,18.676689",-33.975794,18.676689,Rotterdam Road,Rotterdam Road,09/02/2013,09/06/2013,1,Labour related,4,Violent,1,4,"The National Union of Mineworkers (NUM) and fifty thousand - 50,000 members of Building, Construction and Allied Workers Union (BCAWU) went on strike for a 13% increase in 2013 and 14% in 2014."
456,3,Gauteng - City of Tshwane,1,0,Pretoria,Sunnyside - Competition Commission,GP - Sunnyside,"-25.749886,28.200561",-25.749886,28.200561,Robert Sobukwe Street,Meintjies Street,09/02/2013,09/02/2013,0,Labour related,4,Peaceful,0,5,"A group of senior analysts and economists at the Competition Commission engaged in a lunchtime picket on Monday, demanding better salaries and an end to the alleged victimisation of staff by management. Their initial demand for a wage increase was reduced from 22% to 15%. The offer on the table was 8% with an undertaking by management to do a benchmark study to compare the pay levels of the commission’s staff with those of other state institutions."
512,7,Mpumalanga - Govan Mbeki,0,1,Secunda,eMbalenhle,MP - Embalenhle,"-26.552241,29.074947",-26.55224,29.074947,ingwe Dr,Ingwe Dr,09/02/2013,09/09/2013,1,Labour related,4,Peaceful,0,5,Members of the National Union of Democratic and Progressive Workers who are working for Sasol’s coal mining operations have been on strike since 2 September.
